Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2000,2/16/2010,February,2010,96,Falk,2015,38,,NA,0.020000,NA,82,,NA,0.040000,NA,106,NA,0.050000,750
2000,2/16/2010,February,2010,126,Falk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,751
2000,2/16/2010,February,2010,137,Falk,22,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,752
2000,2/16/2010,February,2010,97,Ice Arena,449,27,,NA,0.060000,NA,40,,NA,0.090000,NA,45,NA,0.100000,753
2000,2/16/2010,February,2010,98,Ice Arena,2247,37,,NA,0.020000,NA,54,,NA,0.020000,NA,78,NA,0.030000,754
2000,2/16/2010,February,2010,128,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,755
2000,2/16/2010,February,2010,130,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,756
2000,2/16/2010,February,2010,134,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,757
2000,2/16/2010,February,2010,99,Our Redeemer,3990,69,,NA,0.020000,NA,112,,NA,0.030000,NA,142,NA,0.040000,758
2000,2/16/2010,February,2010,99,Elver Park,,,,NA,#DIV/0!,NA,,,NA,#DIV/0!,NA,0,NA,#DIV/0!,759
2000,2/16/2010,February,2010,107,Our Redeemer,116,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,760
2000,2/16/2010,February,2010,114,Elver Park,,,,NA,#DIV/0!,NA,,,NA,#DIV/0!,NA,0,NA,#DIV/0!,761
2000,2/16/2010,February,2010,114,Our Redeemer,71,0,,NA,0,NA,2,,NA,0.030000,NA,4,NA,0.060000,762
2000,2/16/2010,February,2010,125,Our Redeemer,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,763
2000,2/16/2010,February,2010,142,Our Redeemer,0,0,0,NA,#DIV/0!,NA,0,,NA,#DIV/0!,,0,NA,#DIV/0!,764
2000,4/6/2010,April,2010,1,Glendale,2632,80,,NA,0.030000,NA,219,,NA,0.080000,NA,352,NA,0.130000,765
2000,4/6/2010,April,2010,2,Lake City,2426,85,,NA,0.040000,NA,262,,NA,0.110000,NA,496,NA,0.200000,766
2000,4/6/2010,April,2010,3,Elvehjem,1308,45,,NA,0.030000,NA,153,,NA,0.120000,NA,273,NA,0.210000,767
2000,4/6/2010,April,2010,4,Elvehjem,1481,36,,NA,0.020000,NA,133,,NA,0.090000,NA,210,NA,0.140000,768
2000,4/6/2010,April,2010,131,Elvehjem,1,0,,NA,0,NA,0,,NA,0,NA,1,NA,1,769
2000,4/6/2010,April,2010,5,Door Creek Church,2700,129,,NA,0.050000,NA,303,,NA,0.110000,NA,505,NA,0.190000,770
2000,4/6/2010,April,2010,5,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,771
2000,4/6/2010,April,2010,6,Kennedy,1533,130,,NA,0.080000,NA,280,,NA,0.180000,NA,424,NA,0.280000,772
2000,4/6/2010,April,2010,111,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,773
2000,4/6/2010,April,2010,115,Kenndy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,774
2000,4/6/2010,April,2010,139,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,775
2000,4/6/2010,April,2010,7,New Beginnings,1786,96,,NA,0.050000,NA,247,,NA,0.140000,NA,371,NA,0.210000,776
2000,4/6/2010,April,2010,136,New Beginnings,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,777
2000,4/6/2010,April,2010,8,American Family,1658,48,,NA,0.030000,NA,162,,NA,0.100000,NA,228,NA,0.140000,778
2000,4/6/2010,April,2010,9,American Family,834,15,,NA,0.020000,NA,50,,NA,0.060000,NA,71,NA,0.090000,779
2000,4/6/2010,April,2010,10,LaFollette,1561,37,,NA,0.020000,NA,132,,NA,0.080000,NA,218,NA,0.140000,780
2000,4/6/2010,April,2010,11,Whitehorse,2365,71,,NA,0.030000,NA,195,,NA,0.080000,NA,303,NA,0.130000,781
2000,4/6/2010,April,2010,12,Hawthorne,1107,17,,NA,0.020000,NA,48,,NA,0.040000,NA,98,NA,0.090000,782
2000,4/6/2010,April,2010,13,Hawthorne,529,12,,NA,0.020000,NA,29,,NA,0.050000,NA,55,NA,0.100000,783
2000,4/6/2010,April,2010,14,MATC Commercial,1288,33,,NA,0.030000,NA,95,,NA,0.070000,NA,166,NA,0.130000,784
2000,4/6/2010,April,2010,15,Ntnl Guard,722,27,,NA,0.040000,NA,52,,NA,0.070000,NA,80,NA,0.110000,785
2000,4/6/2010,April,2010,21,Ntnl Guard,388,4,,NA,0.010000,NA,18,,NA,0.050000,NA,27,NA,0.070000,786
2000,4/6/2010,April,2010,133,Ntnl Guard,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,787
2000,4/6/2010,April,2010,16,HyVee,635,16,,NA,0.030000,NA,47,,NA,0.070000,NA,79,NA,0.120000,788
2000,4/6/2010,April,2010,16,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,789
2000,4/6/2010,April,2010,17,HyVee,1562,37,,NA,0.020000,NA,98,,NA,0.060000,NA,178,NA,0.110000,790
2000,4/6/2010,April,2010,17,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,791
2000,4/6/2010,April,2010,18,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,792
2000,4/6/2010,April,2010,118,HyVee,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,793
2000,4/6/2010,April,2010,18,Oakwood,1204,50,,NA,0.040000,NA,137,,NA,0.110000,NA,175,NA,0.150000,794
2000,4/6/2010,April,2010,19,Sandburg,1970,24,,NA,0.010000,NA,39,,NA,0.020000,NA,174,NA,0.090000,795
2000,4/6/2010,April,2010,20,Sandburg,528,14,,NA,0.030000,NA,34,,NA,0.060000,NA,68,NA,0.130000,796
2000,4/6/2010,April,2010,108,Sandburg,143,0,,NA,0,NA,3,,NA,0.020000,NA,7,NA,0.050000,797
2000,4/6/2010,April,2010,138,Sandburg,2,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,798
2000,4/6/2010,April,2010,22,Mendota,1169,71,,NA,0.060000,NA,167,,NA,0.140000,NA,278,NA,0.240000,799
2000,4/6/2010,April,2010,23,Mendota,889,21,,NA,0.020000,NA,41,,NA,0.050000,NA,94,NA,0.110000,800
2000,4/6/2010,April,2010,24,Lindbergh,1438,78,,NA,0.050000,NA,184,,NA,0.130000,NA,305,NA,0.210000,801
2000,4/6/2010,April,2010,25,Black Hawk,2901,200,,NA,0.070000,NA,478,,NA,0.160000,NA,882,NA,0.300000,802
2000,4/6/2010,April,2010,25,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,803
2000,4/6/2010,April,2010,143,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,804
2000,4/6/2010,April,2010,144,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,805
2000,4/6/2010,April,2010,146,Black Hawk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,806
2000,4/6/2010,April,2010,26,Warner Park,297,15,,NA,0.050000,NA,32,,NA,0.110000,NA,33,NA,0.110000,807
2000,4/6/2010,April,2010,27,Warner Park,1673,76,,NA,0.050000,NA,190,,NA,0.110000,NA,277,NA,0.170000,808
2000,4/6/2010,April,2010,28,Warner Park,274,9,,NA,0.030000,NA,26,,NA,0.090000,NA,21,NA,0.080000,809
2000,4/6/2010,April,2010,29,Warner Park,332,21,,NA,0.060000,NA,57,,NA,0.170000,NA,119,NA,0.360000,810
2000,4/6/2010,April,2010,30,St Paul,1153,105,,NA,0.090000,NA,213,,NA,0.180000,NA,335,NA,0.290000,811
2000,4/6/2010,April,2010,31,Sherman,1070,55,,NA,0.050000,NA,107,,NA,0.100000,NA,171,NA,0.160000,812
2000,4/6/2010,April,2010,32,East High,2004,39,,NA,0.020000,NA,92,,NA,0.050000,NA,205,NA,0.100000,813
2000,4/6/2010,April,2010,33,Olbrich,2832,95,,NA,0.030000,NA,206,,NA,0.070000,NA,420,NA,0.150000,814
2000,4/6/2010,April,2010,34,O'Keeffe,3206,95,,NA,0.030000,NA,248,,NA,0.080000,NA,520,NA,0.160000,815
2000,4/6/2010,April,2010,35,Wil-Mar,2159,37,,NA,0.020000,NA,103,,NA,0.050000,NA,217,NA,0.100000,816
2000,4/6/2010,April,2010,36,MMB,667,10,,NA,0.010000,NA,29,,NA,0.040000,NA,52,NA,0.080000,817
2000,4/6/2010,April,2010,37,Tenney,1795,56,,NA,0.030000,NA,114,,NA,0.060000,NA,212,NA,0.120000,818
2000,4/6/2010,April,2010,38,Lapham,1618,19,,NA,0.010000,NA,68,,NA,0.040000,NA,129,NA,0.080000,819
2000,4/6/2010,April,2010,39,Gates of Heaven,2830,24,,NA,0.010000,NA,63,,NA,0.020000,NA,123,NA,0.040000,820
2000,4/6/2010,April,2010,40,Lowell Center,2168,7,,NA,0,NA,28,,NA,0.010000,NA,42,NA,0.020000,821
2000,4/6/2010,April,2010,41,MATC  ,1881,12,,NA,0.010000,NA,25,,NA,0.010000,NA,44,NA,0.020000,822
2000,4/6/2010,April,2010,42,#1 Fire Stn,3444,6,,NA,0,NA,15,,NA,0,NA,39,NA,0.010000,823
2000,4/6/2010,April,2010,43,Madison Library,2242,58,,NA,0.030000,NA,259,,NA,0.120000,NA,324,NA,0.140000,824
2000,4/6/2010,April,2010,44,Doyle,4579,24,,NA,0.010000,NA,62,,NA,0.010000,NA,114,NA,0.020000,825
2000,4/6/2010,April,2010,45,Gordon Commons,2867,3,,NA,0,NA,12,,NA,0,NA,24,NA,0.010000,826
2000,4/6/2010,April,2010,46,Memorial Library,2887,6,,NA,0,NA,30,,NA,0.010000,NA,56,NA,0.020000,827
2000,4/6/2010,April,2010,47,Memorial Union,1717,4,,NA,0,NA,30,,NA,0.020000,NA,66,NA,0.040000,828
2000,4/6/2010,April,2010,48,Porchlight,2416,7,,NA,0,NA,12,,NA,0,NA,19,NA,0.010000,829
2000,4/6/2010,April,2010,49,Brittingham,1102,21,,NA,0.020000,NA,50,,NA,0.050000,NA,72,NA,0.070000,830
2000,4/6/2010,April,2010,50,St James,3012,50,,NA,0.020000,NA,136,,NA,0.050000,NA,248,NA,0.080000,831
2000,4/6/2010,April,2010,51,Trinity UMC,1255,40,,NA,0.030000,NA,115,,NA,0.090000,NA,192,NA,0.150000,832
2000,4/6/2010,April,2010,52,Bjarne Romnes,1943,81,,NA,0.040000,NA,188,,NA,0.100000,NA,386,NA,0.200000,833
2000,4/6/2010,April,2010,53,Boys & Girls,678,10,,NA,0.010000,NA,25,,NA,0.040000,NA,52,NA,0.080000,834
2000,4/6/2010,April,2010,106,Boys & Girls,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,835
2000,4/6/2010,April,2010,140,Boys & Girls,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,836
2000,4/6/2010,April,2010,54,Bridge-Lake,1171,32,,NA,0.030000,NA,93,,NA,0.080000,NA,145,NA,0.120000,837
2000,4/6/2010,April,2010,55,MPD South,111,0,,NA,0,NA,2,,NA,0.020000,NA,7,NA,0.060000,838
2000,4/6/2010,April,2010,56,MPD South,1442,43,,NA,0.030000,NA,107,,NA,0.070000,NA,180,NA,0.120000,839
2000,4/6/2010,April,2010,56,Nghbrhd Interv,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,840
2000,4/6/2010,April,2010,57,#6 Fire Stn,678,6,,NA,0.010000,NA,23,,NA,0.030000,NA,33,NA,0.050000,841
2000,4/6/2010,April,2010,117,#6 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,842
2000,4/6/2010,April,2010,58,Leopold,507,5,,NA,0.010000,NA,15,,NA,0.030000,NA,31,NA,0.060000,843
2000,4/6/2010,April,2010,59,Leopold,1358,63,,NA,0.050000,NA,154,,NA,0.110000,NA,264,NA,0.190000,844
2000,4/6/2010,April,2010,60,1st Congregatnl,682,0,,NA,0,NA,2,,NA,0,NA,3,NA,0,845
2000,4/6/2010,April,2010,61,1st Congregatnl,2817,53,,NA,0.020000,NA,134,,NA,0.050000,NA,236,NA,0.080000,846
2000,4/6/2010,April,2010,62,Holt Commons,1344,3,,NA,0,NA,27,,NA,0.020000,NA,63,NA,0.050000,847
2000,4/6/2010,April,2010,63,Eagle Hts,771,9,,NA,0.010000,NA,24,,NA,0.030000,NA,52,NA,0.070000,848
2000,4/6/2010,April,2010,64,West High,2081,43,,NA,0.020000,NA,124,,NA,0.060000,NA,240,NA,0.120000,849
2000,4/6/2010,April,2010,65,Blessed Sacrament,1639,99,,NA,0.060000,NA,188,,NA,0.110000,NA,366,NA,0.220000,850
2000,4/6/2010,April,2010,66,Dudgeon,1929,51,,NA,0.030000,NA,133,,NA,0.070000,NA,271,NA,0.140000,851
2000,4/6/2010,April,2010,116,Dudgeon,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,852
2000,4/6/2010,April,2010,67,Thoreau,2556,79,,NA,0.030000,NA,208,,NA,0.080000,NA,407,NA,0.160000,853
2000,4/6/2010,April,2010,68,Head Start,924,15,,NA,0.020000,NA,38,,NA,0.040000,NA,75,NA,0.080000,854
2000,4/6/2010,April,2010,69,Midvale,1633,67,,NA,0.040000,NA,169,,NA,0.100000,NA,339,NA,0.210000,855
2000,4/6/2010,April,2010,70,Hoyt,1918,49,,NA,0.030000,NA,167,,NA,0.090000,NA,311,NA,0.160000,856
2000,4/6/2010,April,2010,71,Hoyt,1091,36,,NA,0.030000,NA,85,,NA,0.080000,NA,138,NA,0.130000,857
2000,4/6/2010,April,2010,72,Van Hise,1591,62,,NA,0.040000,NA,179,,NA,0.110000,NA,339,NA,0.210000,858
2000,4/6/2010,April,2010,73,Hill Farm,1846,108,,NA,0.060000,NA,207,,NA,0.110000,NA,274,NA,0.150000,859
2000,4/6/2010,April,2010,74,Spring Harbor,2028,148,,NA,0.070000,NA,283,,NA,0.140000,NA,520,NA,0.260000,860
2000,4/6/2010,April,2010,75,Crestwood,2478,142,,NA,0.060000,NA,412,,NA,0.170000,NA,729,NA,0.290000,861
2000,4/6/2010,April,2010,76,Stephens,1149,82,,NA,0.070000,NA,231,,NA,0.200000,NA,377,NA,0.330000,862
2000,4/6/2010,April,2010,77,Stephens,764,26,,NA,0.030000,NA,205,,NA,0.270000,NA,256,NA,0.340000,863
2000,4/6/2010,April,2010,78,Muir,1586,128,,NA,0.080000,NA,310,,NA,0.200000,NA,509,NA,0.320000,864
2000,4/6/2010,April,2010,79,Lussier,992,69,,NA,0.070000,NA,154,,NA,0.160000,NA,229,NA,0.230000,865
2000,4/6/2010,April,2010,80,Lussier,770,9,,NA,0.010000,NA,25,,NA,0.030000,NA,42,NA,0.050000,866
2000,4/6/2010,April,2010,81,High Point,1876,58,,NA,0.030000,NA,165,,NA,0.090000,NA,269,NA,0.140000,867
2000,4/6/2010,April,2010,83,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,868
2000,4/6/2010,April,2010,100,High Point,1,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,869
2000,4/6/2010,April,2010,104,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,870
2000,4/6/2010,April,2010,105,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,871
2000,4/6/2010,April,2010,109,High Point,55,0,,NA,0,NA,1,,NA,0.020000,NA,2,NA,0.040000,872
2000,4/6/2010,April,2010,112,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,873
2000,4/6/2010,April,2010,113,High Point,10,0,,NA,0,NA,2,,NA,0.200000,NA,2,NA,0.200000,874
2000,4/6/2010,April,2010,145,High Point,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,875
2000,4/6/2010,April,2010,82,Alicia Ashman,2037,82,,NA,0.040000,NA,215,,NA,0.110000,NA,347,NA,0.170000,876
2000,4/6/2010,April,2010,101,Alicia Ashman,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,877
2000,4/6/2010,April,2010,127,Alicia Ashman,2,0,,NA,0,NA,0,,NA,0,NA,1,NA,0.500000,878
2000,4/6/2010,April,2010,132,Alicia Ashman,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,879
2000,4/6/2010,April,2010,141,Alicia Ashman,6,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,880
2000,4/6/2010,April,2010,83,The Jefferson,3148,99,,NA,0.030000,NA,326,,NA,0.100000,NA,408,NA,0.130000,881
2000,4/6/2010,April,2010,110,The Jefferson,214,2,,NA,0.010000,NA,4,,NA,0.020000,NA,10,NA,0.050000,882
2000,4/6/2010,April,2010,112,The Jefferson,55,2,,NA,0.040000,NA,2,,NA,0.040000,NA,4,NA,0.070000,883
2000,4/6/2010,April,2010,119,The Jefferson,5,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,884
2000,4/6/2010,April,2010,120,The Jefferson,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,885
2000,4/6/2010,April,2010,129,The Jefferson,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,886
2000,4/6/2010,April,2010,84,Odana Hills,1198,41,,NA,0.030000,NA,139,,NA,0.120000,NA,256,NA,0.210000,887
2000,4/6/2010,April,2010,85,MG&E Innovation,1475,87,,NA,0.060000,NA,177,,NA,0.120000,NA,276,NA,0.190000,888
2000,4/6/2010,April,2010,86,Toki,2099,188,,NA,0.090000,NA,417,,NA,0.200000,NA,663,NA,0.320000,889
2000,4/6/2010,April,2010,87,Good Shepherd,1786,165,,NA,0.090000,NA,358,,NA,0.200000,NA,583,NA,0.330000,890
2000,4/6/2010,April,2010,88,Good Shepherd,573,15,,NA,0.030000,NA,38,,NA,0.070000,NA,61,NA,0.110000,891
2000,4/6/2010,April,2010,89,Huegel,764,24,,NA,0.030000,NA,58,,NA,0.080000,NA,125,NA,0.160000,892
2000,4/6/2010,April,2010,90,Heritage,1170,15,,NA,0.010000,NA,44,,NA,0.040000,NA,81,NA,0.070000,893
2000,4/6/2010,April,2010,103,Heritage,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,894
2000,4/6/2010,April,2010,91,St. Mary's,1816,19,,NA,0.010000,NA,63,,NA,0.030000,NA,156,NA,0.090000,895
2000,4/6/2010,April,2010,91,Capitoland,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,896
2000,4/6/2010,April,2010,92,Chavez,2565,35,,NA,0.010000,NA,111,,NA,0.040000,NA,227,NA,0.090000,897
2000,4/6/2010,April,2010,135,Chavez,20,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,898
2000,4/6/2010,April,2010,93,McKee,2358,31,,NA,0.010000,NA,82,,NA,0.030000,NA,159,NA,0.070000,899
2000,4/6/2010,April,2010,93,Heritage,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,900
2000,4/6/2010,April,2010,102,McKee,351,2,,NA,0.010000,NA,11,,NA,0.030000,NA,29,NA,0.080000,901
2000,4/6/2010,April,2010,94,MPD West,857,36,,NA,0.040000,NA,83,,NA,0.100000,NA,137,NA,0.160000,902
2000,4/6/2010,April,2010,121,MPD West,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,903
2000,4/6/2010,April,2010,122,MPD West,37,0,,NA,0,NA,0,,NA,0,NA,1,NA,0.030000,904
2000,4/6/2010,April,2010,123,MPD West,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,905
2000,4/6/2010,April,2010,124,MPD West,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,906
2000,4/6/2010,April,2010,95,Falk,806,13,,NA,0.020000,NA,44,,NA,0.050000,NA,75,NA,0.090000,907
2000,4/6/2010,April,2010,96,Falk,2015,125,,NA,0.060000,NA,269,,NA,0.130000,NA,469,NA,0.230000,908
2000,4/6/2010,April,2010,126,Falk,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,909
2000,4/6/2010,April,2010,137,Falk,22,0,,NA,0,NA,2,,NA,0.090000,NA,2,NA,0.090000,910
2000,4/6/2010,April,2010,97,Ice Arena,449,38,,NA,0.080000,NA,75,,NA,0.170000,NA,89,NA,0.200000,911
2000,4/6/2010,April,2010,98,Ice Arena,2247,82,,NA,0.040000,NA,165,,NA,0.070000,NA,247,NA,0.110000,912
2000,4/6/2010,April,2010,128,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,913
2000,4/6/2010,April,2010,130,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,914
2000,4/6/2010,April,2010,134,Ice Arena,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,915
2000,4/6/2010,April,2010,99,Our Redeemer,3990,119,,NA,0.030000,NA,357,,NA,0.090000,NA,481,NA,0.120000,916
2000,4/6/2010,April,2010,99,Elver Park,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,917
2000,4/6/2010,April,2010,107,Our Redeemer,116,0,,NA,0,NA,4,,NA,0.030000,NA,8,NA,0.070000,918
2000,4/6/2010,April,2010,114,Elver Park,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,919
2000,4/6/2010,April,2010,114,Our Redeemer,71,2,,NA,0.030000,NA,7,,NA,0.100000,NA,8,NA,0.110000,920
2000,4/6/2010,April,2010,125,Our Redeemer,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,921
2000,4/6/2010,April,2010,142,Our Redeemer,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,922
2000,11/2/2010,November,2010,1,Glendale,2662,519,,NA,0.190000,NA,1116,,NA,0.420000,NA,1969,NA,0.740000,923
2000,11/2/2010,November,2010,2,Lake City,2442,585,,NA,0.240000,NA,1235,,NA,0.510000,NA,1846,NA,0.760000,924
2000,11/2/2010,November,2010,3,Elvehjem,1296,309,,NA,0.240000,NA,601,,NA,0.460000,NA,954,NA,0.740000,925
2000,11/2/2010,November,2010,4,Elvehjem,1478,258,,NA,0.170000,NA,651,,NA,0.440000,NA,1025,NA,0.690000,926
2000,11/2/2010,November,2010,5,Door Creek Church,2753,663,,NA,0.240000,NA,1385,,NA,0.500000,NA,2168,NA,0.790000,927
2000,11/2/2010,November,2010,5,Kennedy,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,928
2000,11/2/2010,November,2010,6,Kennedy,1534,468,,NA,0.310000,NA,851,,NA,0.550000,NA,1210,NA,0.790000,929
2000,11/2/2010,November,2010,7,New Beginnings,1784,375,,NA,0.210000,NA,909,,NA,0.510000,NA,1346,NA,0.750000,930
2000,11/2/2010,November,2010,8,American Family,1629,261,,NA,0.160000,NA,791,,NA,0.490000,NA,967,NA,0.590000,931
2000,11/2/2010,November,2010,9,American Family,808,107,,NA,0.130000,NA,288,,NA,0.360000,NA,494,NA,0.610000,932
2000,11/2/2010,November,2010,10,LaFollette,1554,455,,NA,0.290000,NA,832,,NA,0.540000,NA,1222,NA,0.790000,933
2000,11/2/2010,November,2010,11,Whitehorse,2368,554,,NA,0.230000,NA,1135,,NA,0.480000,NA,1752,NA,0.740000,934
2000,11/2/2010,November,2010,12,Hawthorne,1112,245,,NA,0.220000,NA,493,,NA,0.440000,NA,682,NA,0.610000,935
2000,11/2/2010,November,2010,13,Hawthorne,521,102,,NA,0.200000,NA,217,,NA,0.420000,NA,404,NA,0.780000,936
2000,11/2/2010,November,2010,14,Madison College Commercial,1275,267,,NA,0.210000,NA,540,,NA,0.420000,NA,847,NA,0.660000,937
2000,11/2/2010,November,2010,15,Ntnl Guard,719,161,,NA,0.220000,NA,316,,NA,0.440000,NA,480,NA,0.670000,938
2000,11/2/2010,November,2010,16,HyVee,641,165,,NA,0.260000,NA,304,,NA,0.470000,NA,481,NA,0.750000,939
2000,11/2/2010,November,2010,16,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,940
2000,11/2/2010,November,2010,17,HyVee,1581,360,,NA,0.230000,NA,666,,NA,0.420000,NA,1094,NA,0.690000,941
2000,11/2/2010,November,2010,17,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,942
2000,11/2/2010,November,2010,18,Oakwood,1181,242,,NA,0.200000,NA,534,,NA,0.450000,NA,851,NA,0.720000,943
2000,11/2/2010,November,2010,18,#8 Fire Stn,0,0,,NA,#DIV/0!,NA,0,,NA,#DIV/0!,NA,0,NA,#DIV/0!,944
2000,11/2/2010,November,2010,19,Sandburg,1934,308,,NA,0.160000,NA,752,,NA,0.390000,NA,1275,NA,0.660000,945
2000,11/2/2010,November,2010,20,Sandburg,528,95,,NA,0.180000,NA,249,,NA,0.470000,NA,359,NA,0.680000,946
2000,11/2/2010,November,2010,21,Ntnl Guard,387,57,,NA,0.150000,NA,121,,NA,0.310000,NA,190,NA,0.490000,947
2000,11/2/2010,November,2010,22,Mendota,1184,255,,NA,0.220000,NA,577,,NA,0.490000,NA,608,NA,0.510000,948
2000,11/2/2010,November,2010,23,Mendota,895,103,,NA,0.120000,NA,261,,NA,0.290000,NA,725,NA,0.810000,949
2000,11/2/2010,November,2010,24,Lindbergh,1437,329,,NA,0.230000,NA,635,,NA,0.440000,NA,1062,NA,0.740000,950
2000,11/2/2010,November,2010,25,Black Hawk,2925,743,,NA,0.250000,NA,0,,NA,0,NA,2294,NA,0.780000,951
2000,11/2/2010,November,2010,26,Warner Park,300,0,,NA,0,NA,155,,NA,0.520000,NA,221,NA,0.740000,952
2000,11/2/2010,November,2010,27,Warner Park,1660,0,,NA,0,NA,737,,NA,0.440000,NA,990,NA,0.600000,953
