Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2010,2/17/2015,February,2015,83,Covenant Presbyterian,1652,93,,NA,0.060000,0.230000,210,,NA,0.130000,0.250000,363,NA,0.220000,2586
2010,2/17/2015,February,2015,84,Hill Farm,2030,53,,NA,0.030000,0.100000,192,,NA,0.090000,0.190000,262,NA,0.130000,2587
2010,2/17/2015,February,2015,85,Stephens,1754,99,,NA,0.060000,0.230000,253,,NA,0.140000,0.290000,383,NA,0.220000,2588
2010,2/17/2015,February,2015,86,Spring Harbor,2213,97,,NA,0.040000,0.180000,197,,NA,0.090000,0.180000,330,NA,0.150000,2589
2010,2/17/2015,February,2015,87,Crestwood,2222,119,,NA,0.050000,0.210000,247,,NA,0.110000,0.220000,402,NA,0.180000,2590
2010,2/17/2015,February,2015,88,Alicia Ashman,2147,144,,NA,0.070000,0.270000,280,,NA,0.130000,0.260000,394,NA,0.180000,2591
2010,2/17/2015,February,2015,89,Oakwood Village University Woods,2264,276,,NA,0.120000,0.490000,464,,NA,0.200000,0.410000,544,NA,0.240000,2592
2010,2/17/2015,February,2015,90,Madison Ice Arena,894,61,,NA,0.070000,0.270000,92,,NA,0.100000,0.210000,112,NA,0.130000,2593
2010,2/17/2015,February,2015,104,Madison Ice Arena,2054,47,,NA,0.020000,0.090000,93,,NA,0.050000,0.090000,138,NA,0.070000,2594
2010,2/17/2015,February,2015,117,Madison Ice Arena,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2595
2010,2/17/2015,February,2015,91,Falk,1579,72,,NA,0.050000,0.180000,187,,NA,0.120000,0.240000,276,NA,0.170000,2596
2010,2/17/2015,February,2015,92,Huegel Elementary,1319,47,,NA,0.040000,0.140000,110,,NA,0.080000,0.170000,149,NA,0.110000,2597
2010,2/17/2015,February,2015,95,Huegel Elementary,1952,81,,NA,0.040000,0.170000,158,,NA,0.080000,0.160000,261,NA,0.130000,2598
2010,2/17/2015,February,2015,93,Good Shepherd,339,5,,NA,0.010000,0.060000,11,,NA,0.030000,0.060000,20,NA,0.060000,2599
2010,2/17/2015,February,2015,94,Good Shepherd,915,53,,NA,0.060000,0.230000,134,,NA,0.150000,0.290000,187,NA,0.200000,2600
2010,2/17/2015,February,2015,96,Heritage,1627,35,,NA,0.020000,0.090000,90,,NA,0.060000,0.110000,164,NA,0.100000,2601
2010,2/17/2015,February,2015,97,St Mary's,2327,79,,NA,0.030000,0.140000,124,,NA,0.050000,0.110000,189,NA,0.080000,2602
2010,2/17/2015,February,2015,98,Chavez,2790,55,,NA,0.020000,0.080000,142,,NA,0.050000,0.100000,238,NA,0.090000,2603
2010,2/17/2015,February,2015,99,Meriter - McKee,965,14,,NA,0.010000,0.060000,38,,NA,0.040000,0.080000,64,NA,0.070000,2604
2010,2/17/2015,February,2015,100,Meriter - McKee,2019,67,,NA,0.030000,0.130000,123,,NA,0.060000,0.120000,179,NA,0.090000,2605
2010,2/17/2015,February,2015,101,West Police,613,19,,NA,0.030000,0.120000,31,,NA,0.050000,0.100000,51,NA,0.080000,2606
2010,2/17/2015,February,2015,102,West Police,1302,24,,NA,0.020000,0.070000,71,,NA,0.050000,0.110000,98,NA,0.080000,2607
2010,2/17/2015,February,2015,119,West Police,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2608
2010,2/17/2015,February,2015,121,West Police,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2609
2010,2/17/2015,February,2015,103,Fire Station #7,503,3,,NA,0.010000,0.020000,11,,NA,0.020000,0.040000,21,NA,0.040000,2610
2010,2/17/2015,February,2015,114,Fire Station #7,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2611
2010,2/17/2015,February,2015,115,Fire Station #7,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2612
2010,2/17/2015,February,2015,116,Fire Station #7,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2613
2010,2/17/2015,February,2015,105,Coventry Village,2205,22,,NA,0.010000,0.040000,68,,NA,0.030000,0.060000,107,NA,0.050000,2614
2010,2/17/2015,February,2015,107,Coventry Village,969,127,,NA,0.130000,0.520000,224,,NA,0.230000,0.460000,236,NA,0.240000,2615
2010,2/17/2015,February,2015,106,Blackhawk Church,2214,35,,NA,0.020000,0.060000,90,,NA,0.040000,0.080000,136,NA,0.060000,2616
2010,2/17/2015,February,2015,125,Blackhawk Church,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2617
2010,2/17/2015,February,2015,108,Lussier,1920,70,,NA,0.040000,0.150000,156,,NA,0.080000,0.160000,0,NA,0,2618
2010,2/17/2015,February,2015,109,High Point Church,1978,92,,NA,0.050000,0.190000,183,,NA,0.090000,0.190000,260,NA,0.130000,2619
2010,2/17/2015,February,2015,110,Attic Angel Assoc,1321,133,,NA,0.100000,0.400000,195,,NA,0.150000,0.300000,231,NA,0.170000,2620
2010,2/17/2015,February,2015,120,Attic Angel Assoc,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2621
2010,2/17/2015,February,2015,111,The Jefferson,2296,33,,NA,0.010000,0.060000,84,,NA,0.040000,0.070000,122,NA,0.050000,2622
2010,2/17/2015,February,2015,122,The Jefferson,0,0,,NA,0,0,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2623
2010,2/17/2015,February,2015,124,The Jefferson,5,0,,NA,0,0,0,,NA,0,0,0,NA,0,2624
2010,4/7/2015,April,2015,1,Glendale,1551,76,,NA,0.050000,0.200000,159,,NA,0.100000,0.210000,289,NA,0.190000,2625
2010,4/7/2015,April,2015,2,Glendale,1158,92,,NA,0.080000,0.320000,225,,NA,0.190000,0.390000,419,NA,0.360000,2626
2010,4/7/2015,April,2015,123,Glendale,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2627
2010,4/7/2015,April,2015,3,City Church,871,83,,NA,0.100000,0.380000,196,,NA,0.230000,0.450000,346,NA,0.400000,2628
2010,4/7/2015,April,2015,4,City Church,631,63,,NA,0.100000,0.400000,162,,NA,0.260000,0.510000,261,NA,0.410000,2629
2010,4/7/2015,April,2015,7,City Church,1173,159,,NA,0.140000,0.540000,290,,NA,0.250000,0.490000,420,NA,0.360000,2630
2010,4/7/2015,April,2015,5,Elvehjem,1049,99,,NA,0.090000,0.380000,263,,NA,0.250000,0.500000,444,NA,0.420000,2631
2010,4/7/2015,April,2015,6,Elvehjem,1923,187,,NA,0.100000,0.390000,473,,NA,0.250000,0.490000,781,NA,0.410000,2632
2010,4/7/2015,April,2015,8,Door Creek Church,1859,144,,NA,0.080000,0.310000,285,,NA,0.150000,0.310000,519,NA,0.280000,2633
2010,4/7/2015,April,2015,9,East Police District,2049,200,,NA,0.100000,0.390000,411,,NA,0.200000,0.400000,679,NA,0.330000,2634
2010,4/7/2015,April,2015,10,Kennedy,1614,248,,NA,0.150000,0.610000,477,,NA,0.300000,0.590000,760,NA,0.470000,2635
2010,4/7/2015,April,2015,11,American Family,906,43,,NA,0.050000,0.190000,124,,NA,0.140000,0.270000,212,NA,0.230000,2636
2010,4/7/2015,April,2015,17,American Family,934,57,,NA,0.060000,0.240000,151,,NA,0.160000,0.320000,229,NA,0.250000,2637
2010,4/7/2015,April,2015,12,New Beginnings,1945,227,,NA,0.120000,0.470000,440,,NA,0.230000,0.450000,713,NA,0.370000,2638
2010,4/7/2015,April,2015,13,LaFollette,611,53,,NA,0.090000,0.350000,134,,NA,0.220000,0.440000,220,NA,0.360000,2639
2010,4/7/2015,April,2015,14,LaFollette,514,63,,NA,0.120000,0.490000,132,,NA,0.260000,0.510000,224,NA,0.440000,2640
2010,4/7/2015,April,2015,15,LaFollette,1159,143,,NA,0.120000,0.490000,294,,NA,0.250000,0.510000,461,NA,0.400000,2641
2010,4/7/2015,April,2015,16,Whitehorse,2549,286,,NA,0.110000,0.450000,555,,NA,0.220000,0.440000,1003,NA,0.390000,2642
2010,4/7/2015,April,2015,18,Hy-Vee,1049,76,,NA,0.070000,0.290000,144,,NA,0.140000,0.270000,212,NA,0.200000,2643
2010,4/7/2015,April,2015,21,Hy-Vee,1050,78,,NA,0.070000,0.300000,183,,NA,0.170000,0.350000,277,NA,0.260000,2644
2010,4/7/2015,April,2015,19,E. Madison Community Cntr,862,54,,NA,0.060000,0.250000,114,,NA,0.130000,0.260000,208,NA,0.240000,2645
2010,4/7/2015,April,2015,20,E. Madison Community Cntr,201,31,,NA,0.150000,0.620000,50,,NA,0.250000,0.500000,78,NA,0.390000,2646
2010,4/7/2015,April,2015,22,Streets East,1533,90,,NA,0.060000,0.230000,234,,NA,0.150000,0.310000,424,NA,0.280000,2647
2010,4/7/2015,April,2015,23,Fire Station #11,724,50,,NA,0.070000,0.280000,81,,NA,0.110000,0.220000,138,NA,0.190000,2648
2010,4/7/2015,April,2015,24,Oakwood Village Prairie Ridge,744,89,,NA,0.120000,0.480000,200,,NA,0.270000,0.540000,243,NA,0.330000,2649
2010,4/7/2015,April,2015,25,Eastside Lutheran,2210,182,,NA,0.080000,0.330000,374,,NA,0.170000,0.340000,653,NA,0.300000,2650
2010,4/7/2015,April,2015,26,Eastside Lutheran,1243,112,,NA,0.090000,0.360000,241,,NA,0.190000,0.390000,438,NA,0.350000,2651
2010,4/7/2015,April,2015,126,Eastside Lutheran,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2652
2010,4/7/2015,April,2015,27,Madison College,19,0,,NA,0,0,0,,NA,0,0,0,NA,0,2653
2010,4/7/2015,April,2015,28,Madison College,1382,86,,NA,0.060000,0.250000,245,,NA,0.180000,0.350000,436,NA,0.320000,2654
2010,4/7/2015,April,2015,29,East High,2883,215,,NA,0.070000,0.300000,536,,NA,0.190000,0.370000,1113,NA,0.390000,2655
2010,4/7/2015,April,2015,30,Sherman,1148,99,,NA,0.090000,0.340000,188,,NA,0.160000,0.330000,347,NA,0.300000,2656
2010,4/7/2015,April,2015,31,St Paul,1256,114,,NA,0.090000,0.360000,286,,NA,0.230000,0.460000,499,NA,0.400000,2657
2010,4/7/2015,April,2015,32,Packers Townhomes,806,80,,NA,0.100000,0.400000,154,,NA,0.190000,0.380000,263,NA,0.330000,2658
2010,4/7/2015,April,2015,33,Warner Park,1036,59,,NA,0.060000,0.230000,133,,NA,0.130000,0.260000,214,NA,0.210000,2659
2010,4/7/2015,April,2015,34,Warner Park,1012,110,,NA,0.110000,0.430000,214,,NA,0.210000,0.420000,373,NA,0.370000,2660
2010,4/7/2015,April,2015,35,Mendota,1332,92,,NA,0.070000,0.280000,224,,NA,0.170000,0.340000,397,NA,0.300000,2661
2010,4/7/2015,April,2015,36,Mendota,1314,157,,NA,0.120000,0.480000,344,,NA,0.260000,0.520000,535,NA,0.410000,2662
2010,4/7/2015,April,2015,37,Lindbergh,1603,167,,NA,0.100000,0.420000,354,,NA,0.220000,0.440000,654,NA,0.410000,2663
2010,4/7/2015,April,2015,38,Blackhawk School,2772,289,,NA,0.100000,0.420000,915,,NA,0.330000,0.660000,1320,NA,0.480000,2664
2010,4/7/2015,April,2015,112,Blackhawk School,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2665
2010,4/7/2015,April,2015,118,Blackhawk School,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2666
2010,4/7/2015,April,2015,39,Hawthorne,1741,176,,NA,0.100000,0.400000,445,,NA,0.260000,0.510000,702,NA,0.400000,2667
2010,4/7/2015,April,2015,40,Olbrich,2649,391,,NA,0.150000,0.590000,738,,NA,0.280000,0.560000,1353,NA,0.510000,2668
2010,4/7/2015,April,2015,41,O'Keeffe,2822,305,,NA,0.110000,0.430000,738,,NA,0.260000,0.520000,1244,NA,0.440000,2669
2010,4/7/2015,April,2015,42,Wil-Mar,3330,289,,NA,0.090000,0.350000,556,,NA,0.170000,0.330000,1104,NA,0.330000,2670
2010,4/7/2015,April,2015,43,Madison Municipal Building,506,33,,NA,0.070000,0.260000,82,,NA,0.160000,0.320000,137,NA,0.270000,2671
2010,4/7/2015,April,2015,52,Madison Municipal Building,790,50,,NA,0.060000,0.250000,140,,NA,0.180000,0.350000,214,NA,0.270000,2672
2010,4/7/2015,April,2015,44,Tenney Park,2064,114,,NA,0.060000,0.220000,399,,NA,0.190000,0.390000,711,NA,0.340000,2673
2010,4/7/2015,April,2015,45,Lapham,3594,233,,NA,0.060000,0.260000,476,,NA,0.130000,0.260000,914,NA,0.250000,2674
2010,4/7/2015,April,2015,46,Gates of Heaven,3298,92,,NA,0.030000,0.110000,208,,NA,0.060000,0.130000,449,NA,0.140000,2675
2010,4/7/2015,April,2015,47,Lowell Center,2593,32,,NA,0.010000,0.050000,73,,NA,0.030000,0.060000,149,NA,0.060000,2676
2010,4/7/2015,April,2015,48,Lowell Center,1375,7,,NA,0.010000,0.020000,25,,NA,0.020000,0.040000,50,NA,0.040000,2677
2010,4/7/2015,April,2015,49,Fresh Madison Market,3012,9,,NA,0,0.010000,70,,NA,0.020000,0.050000,145,NA,0.050000,2678
2010,4/7/2015,April,2015,50,Doyle Administration,2813,19,,NA,0.010000,0.030000,59,,NA,0.020000,0.040000,145,NA,0.050000,2679
2010,4/7/2015,April,2015,51,Central Library,1628,132,,NA,0.080000,0.320000,241,,NA,0.150000,0.300000,372,NA,0.230000,2680
2010,4/7/2015,April,2015,53,Capitol Lakes Retirement,3406,194,,NA,0.060000,0.230000,454,,NA,0.130000,0.270000,714,NA,0.210000,2681
2010,4/7/2015,April,2015,54,Ogg Hall,1001,6,,NA,0.010000,0.020000,40,,NA,0.040000,0.080000,66,NA,0.070000,2682
2010,4/7/2015,April,2015,55,Porchlight,3965,27,,NA,0.010000,0.030000,97,,NA,0.020000,0.050000,186,NA,0.050000,2683
2010,4/7/2015,April,2015,56,Gordon Dining,3007,12,,NA,0,0.020000,46,,NA,0.020000,0.030000,92,NA,0.030000,2684
2010,4/7/2015,April,2015,57,UW Memorial Library,1492,4,,NA,0,0.010000,28,,NA,0.020000,0.040000,49,NA,0.030000,2685
2010,4/7/2015,April,2015,58,UW Memorial Union,1466,4,,NA,0,0.010000,39,,NA,0.030000,0.050000,68,NA,0.050000,2686
2010,4/7/2015,April,2015,59,Holt Center,1768,9,,NA,0.010000,0.020000,48,,NA,0.030000,0.050000,102,NA,0.060000,2687
2010,4/7/2015,April,2015,60,Eagle Heights,828,25,,NA,0.030000,0.120000,63,,NA,0.080000,0.150000,144,NA,0.170000,2688
2010,4/7/2015,April,2015,61,First Congregational,2966,164,,NA,0.060000,0.220000,297,,NA,0.100000,0.200000,525,NA,0.180000,2689
2010,4/7/2015,April,2015,62,Blessed Sacrament,924,179,,NA,0.190000,0.770000,332,,NA,0.360000,0.720000,532,NA,0.580000,2690
2010,4/7/2015,April,2015,63,West High,2241,138,,NA,0.060000,0.250000,320,,NA,0.140000,0.290000,557,NA,0.250000,2691
2010,4/7/2015,April,2015,64,Hoyt,1711,198,,NA,0.120000,0.460000,366,,NA,0.210000,0.430000,684,NA,0.400000,2692
2010,4/7/2015,April,2015,82,Hoyt,1486,183,,NA,0.120000,0.490000,397,,NA,0.270000,0.530000,698,NA,0.470000,2693
2010,4/7/2015,April,2015,65,Wingra School,2912,421,,NA,0.140000,0.580000,775,,NA,0.270000,0.530000,1306,NA,0.450000,2694
2010,4/7/2015,April,2015,66,St James,3140,232,,NA,0.070000,0.300000,424,,NA,0.140000,0.270000,730,NA,0.230000,2695
2010,4/7/2015,April,2015,67,Brittingham,1275,70,,NA,0.050000,0.220000,140,,NA,0.110000,0.220000,242,NA,0.190000,2696
2010,4/7/2015,April,2015,68,Trinity UMC,1363,109,,NA,0.080000,0.320000,210,,NA,0.150000,0.310000,411,NA,0.300000,2697
2010,4/7/2015,April,2015,69,Bjarne Romnes,2111,245,,NA,0.120000,0.460000,472,,NA,0.220000,0.450000,840,NA,0.400000,2698
2010,4/7/2015,April,2015,70,Bridge-Lake Point-Waunona,1367,113,,NA,0.080000,0.330000,255,,NA,0.190000,0.370000,404,NA,0.300000,2699
2010,4/7/2015,April,2015,113,Bridge-Lake Point-Waunona,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2700
2010,4/7/2015,April,2015,71,Resiliance Research Center,1703,103,,NA,0.060000,0.240000,219,,NA,0.130000,0.260000,397,NA,0.230000,2701
2010,4/7/2015,April,2015,72,Village on Park,670,40,,NA,0.060000,0.240000,103,,NA,0.150000,0.310000,192,NA,0.290000,2702
2010,4/7/2015,April,2015,73,Village on Park,903,32,,NA,0.040000,0.140000,84,,NA,0.090000,0.190000,144,NA,0.160000,2703
2010,4/7/2015,April,2015,74,Leopold,614,33,,NA,0.050000,0.210000,64,,NA,0.100000,0.210000,106,NA,0.170000,2704
2010,4/7/2015,April,2015,75,Leopold,1302,145,,NA,0.110000,0.450000,289,,NA,0.220000,0.440000,473,NA,0.360000,2705
2010,4/7/2015,April,2015,76,Revival Ridge,947,58,,NA,0.060000,0.240000,133,,NA,0.140000,0.280000,205,NA,0.220000,2706
2010,4/7/2015,April,2015,77,Toki,1950,204,,NA,0.100000,0.420000,479,,NA,0.250000,0.490000,796,NA,0.410000,2707
2010,4/7/2015,April,2015,78,Thoreau,2683,344,,NA,0.130000,0.510000,730,,NA,0.270000,0.540000,1207,NA,0.450000,2708
2010,4/7/2015,April,2015,79,Sequoya Library,2912,400,,NA,0.140000,0.550000,867,,NA,0.300000,0.600000,1487,NA,0.510000,2709
2010,4/7/2015,April,2015,80,Midvale,201,31,,NA,0.150000,0.620000,71,,NA,0.350000,0.710000,121,NA,0.600000,2710
2010,4/7/2015,April,2015,81,Midvale,1738,269,,NA,0.150000,0.620000,536,,NA,0.310000,0.620000,890,NA,0.510000,2711
2010,4/7/2015,April,2015,83,Covenant Presbyterian,1639,283,,NA,0.170000,0.690000,571,,NA,0.350000,0.700000,891,NA,0.540000,2712
2010,4/7/2015,April,2015,84,Hill Farm,2033,146,,NA,0.070000,0.290000,411,,NA,0.200000,0.400000,614,NA,0.300000,2713
2010,4/7/2015,April,2015,85,Stephens,1754,292,,NA,0.170000,0.670000,582,,NA,0.330000,0.660000,886,NA,0.510000,2714
2010,4/7/2015,April,2015,86,Spring Harbor,2213,242,,NA,0.110000,0.440000,502,,NA,0.230000,0.450000,853,NA,0.390000,2715
2010,4/7/2015,April,2015,87,Crestwood,2227,281,,NA,0.130000,0.500000,684,,NA,0.310000,0.610000,1051,NA,0.470000,2716
2010,4/7/2015,April,2015,88,Alicia Ashman,2152,299,,NA,0.140000,0.560000,594,,NA,0.280000,0.550000,923,NA,0.430000,2717
2010,4/7/2015,April,2015,89,Oakwood Village University Woods,2263,270,,NA,0.120000,0.480000,700,,NA,0.310000,0.620000,959,NA,0.420000,2718
2010,4/7/2015,April,2015,90,Madison Ice Arena,893,104,,NA,0.120000,0.470000,199,,NA,0.220000,0.450000,258,NA,0.290000,2719
2010,4/7/2015,April,2015,104,Madison Ice Arena,2056,128,,NA,0.060000,0.250000,238,,NA,0.120000,0.230000,372,NA,0.180000,2720
2010,4/7/2015,April,2015,117,Madison Ice Arena,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2721
2010,4/7/2015,April,2015,91,Falk,1579,167,,NA,0.110000,0.420000,407,,NA,0.260000,0.520000,670,NA,0.420000,2722
2010,4/7/2015,April,2015,92,Huegel Elementary,1319,118,,NA,0.090000,0.360000,235,,NA,0.180000,0.360000,373,NA,0.280000,2723
2010,4/7/2015,April,2015,95,Huegel Elementary,1951,165,,NA,0.080000,0.340000,392,,NA,0.200000,0.400000,685,NA,0.350000,2724
2010,4/7/2015,April,2015,93,Good Shepherd,339,16,,NA,0.050000,0.190000,28,,NA,0.080000,0.170000,57,NA,0.170000,2725
2010,4/7/2015,April,2015,94,Good Shepherd,914,99,,NA,0.110000,0.430000,212,,NA,0.230000,0.460000,341,NA,0.370000,2726
2010,4/7/2015,April,2015,96,Heritage,1628,70,,NA,0.040000,0.170000,203,,NA,0.120000,0.250000,447,NA,0.270000,2727
2010,4/7/2015,April,2015,97,St Mary's,2326,125,,NA,0.050000,0.210000,271,,NA,0.120000,0.230000,564,NA,0.240000,2728
2010,4/7/2015,April,2015,98,Chavez,2794,163,,NA,0.060000,0.230000,351,,NA,0.130000,0.250000,666,NA,0.240000,2729
2010,4/7/2015,April,2015,99,Meriter - McKee,963,47,,NA,0.050000,0.200000,105,,NA,0.110000,0.220000,319,NA,0.330000,2730
2010,4/7/2015,April,2015,100,Meriter - McKee,2022,152,,NA,0.080000,0.300000,310,,NA,0.150000,0.310000,550,NA,0.270000,2731
2010,4/7/2015,April,2015,101,West Police,613,41,,NA,0.070000,0.270000,89,,NA,0.150000,0.290000,153,NA,0.250000,2732
2010,4/7/2015,April,2015,102,West Police,1302,133,,NA,0.100000,0.410000,212,,NA,0.160000,0.330000,300,NA,0.230000,2733
2010,4/7/2015,April,2015,119,West Police,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2734
2010,4/7/2015,April,2015,121,West Police,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2735
2010,4/7/2015,April,2015,103,Fire Station #7,501,15,,NA,0.030000,0.120000,35,,NA,0.070000,0.140000,74,NA,0.150000,2736
2010,4/7/2015,April,2015,114,Fire Station #7,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2737
2010,4/7/2015,April,2015,115,Fire Station #7,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2738
2010,4/7/2015,April,2015,116,Fire Station #7,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2739
2010,4/7/2015,April,2015,105,Coventry Village,2199,86,,NA,0.040000,0.160000,217,,NA,0.100000,0.200000,414,NA,0.190000,2740
2010,4/7/2015,April,2015,107,Coventry Village,974,90,,NA,0.090000,0.370000,233,,NA,0.240000,0.480000,348,NA,0.360000,2741
2010,4/7/2015,April,2015,106,Blackhawk Church,2211,138,,NA,0.060000,0.250000,327,,NA,0.150000,0.300000,485,NA,0.220000,2742
2010,4/7/2015,April,2015,125,Blackhawk Church,0,0,,NA,0,0,0,,NA,0,0,0,NA,0,2743
2010,4/7/2015,April,2015,108,Lussier,1914,163,,NA,0.090000,0.340000,365,,NA,0.190000,0.380000,552,NA,0.290000,2744
2010,4/7/2015,April,2015,109,High Point Church,1979,211,,NA,0.110000,0.430000,462,,NA,0.230000,0.470000,705,NA,0.360000,2745
2010,4/7/2015,April,2015,110,Attic Angel Assoc,1321,174,,NA,0.130000,0.530000,358,,NA,0.270000,0.540000,442,NA,0.330000,2746
2010,4/7/2015,April,2015,120,Attic Angel Assoc,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2747
2010,4/7/2015,April,2015,111,The Jefferson,2298,111,,NA,0.050000,0.190000,250,,NA,0.110000,0.220000,436,NA,0.190000,2748
2010,4/7/2015,April,2015,122,The Jefferson,0,0,,NA,#DIV/0!,#DIV/0!,0,,NA,#DIV/0!,#DIV/0!,0,NA,#DIV/0!,2749
2010,4/7/2015,April,2015,124,The Jefferson,5,0,,NA,0,0,0,,NA,0,0,0,NA,0,2750
2010,2/16/2016,February,2016,1,Glendale,1529,38,,0,0.020000,0.100000,97,,0,0.060000,0.130000,188,0,0.120000,2751
2010,2/16/2016,February,2016,2,Glendale,1127,52,,0,0.050000,0.180000,125,,0,0.110000,0.220000,258,0,0.230000,2752
2010,2/16/2016,February,2016,123,Glendale,0,0,,0,0,0,0,,0,0,0,0,0,0,2753
2010,2/16/2016,February,2016,3,City Church,862,51,,0,0.060000,0.240000,110,,0,0.130000,0.260000,193,1,0.220000,2754
2010,2/16/2016,February,2016,4,City Church,617,30,,0,0.050000,0.190000,85,,0,0.140000,0.280000,162,0,0.260000,2755
2010,2/16/2016,February,2016,7,City Church,1130,65,,0,0.060000,0.230000,148,,0,0.130000,0.260000,237,0,0.210000,2756
2010,2/16/2016,February,2016,5,Elvehjem,1029,54,,0,0.050000,0.210000,173,,0,0.170000,0.340000,286,0,0.280000,2757
2010,2/16/2016,February,2016,6,Elvehjem,1878,88,,0,0.050000,0.190000,290,,0,0.150000,0.310000,507,0,0.270000,2758
2010,2/16/2016,February,2016,8,Door Creek Church,1820,84,,0,0.050000,0.180000,181,,0,0.100000,0.200000,339,0,0.190000,2759
2010,2/16/2016,February,2016,9,East Police District,2007,108,,0,0.050000,0.220000,320,,0,0.160000,0.320000,478,0,0.240000,2760
2010,2/16/2016,February,2016,10,Kennedy,1595,121,,0,0.080000,0.300000,267,,0,0.170000,0.330000,415,0,0.260000,2761
2010,2/16/2016,February,2016,11,American Family,873,27,,0,0.030000,0.120000,77,,0,0.090000,0.180000,125,0,0.140000,2762
2010,2/16/2016,February,2016,17,American Family,922,32,,0,0.030000,0.140000,93,,0,0.100000,0.200000,142,0,0.150000,2763
2010,2/16/2016,February,2016,12,New Beginnings,1912,130,,0,0.070000,0.270000,275,,0,0.140000,0.290000,449,0,0.230000,2764
2010,2/16/2016,February,2016,13,LaFollette,589,30,,0,0.050000,0.200000,71,,0,0.120000,0.240000,137,0,0.230000,2765
2010,2/16/2016,February,2016,14,LaFollette,506,36,,0,0.070000,0.280000,89,,0,0.180000,0.350000,140,0,0.280000,2766
2010,2/16/2016,February,2016,15,LaFollette,1112,80,,0,0.070000,0.290000,168,,0,0.150000,0.300000,317,0,0.290000,2767
2010,2/16/2016,February,2016,16,Whitehorse,2443,199,,0,0.080000,0.330000,374,,0,0.150000,0.310000,725,0,0.300000,2768
2010,2/16/2016,February,2016,18,Hy-Vee,1000,51,,0,0.050000,0.200000,89,,0,0.090000,0.180000,148,0,0.150000,2769
2010,2/16/2016,February,2016,21,Hy-Vee,1032,33,,0,0.030000,0.130000,90,,0,0.090000,0.170000,176,0,0.170000,2770
2010,2/16/2016,February,2016,19,E. Madison Community Cntr,833,42,,0,0.050000,0.200000,86,,0,0.100000,0.210000,160,0,0.190000,2771
2010,2/16/2016,February,2016,20,E. Madison Community Cntr,201,15,,0,0.070000,0.300000,29,,0,0.140000,0.290000,48,0,0.240000,2772
2010,2/16/2016,February,2016,22,Streets East,1490,45,,0,0.030000,0.120000,121,,0,0.080000,0.160000,233,0,0.160000,2773
2010,2/16/2016,February,2016,23,Fire Station #11,696,9,,0,0.010000,0.050000,55,,0,0.080000,0.160000,83,0,0.120000,2774
2010,2/16/2016,February,2016,24,Oakwood Village Prairie Ridge,718,106,,0,0.150000,0.590000,173,,0,0.240000,0.480000,211,0,0.290000,2775
2010,2/16/2016,February,2016,25,Eastside Lutheran,2156,100,,0,0.050000,0.190000,212,,0,0.100000,0.200000,404,0,0.190000,2776
2010,2/16/2016,February,2016,26,Eastside Lutheran,1229,57,,0,0.050000,0.190000,123,,0,0.100000,0.200000,242,0,0.200000,2777
2010,2/16/2016,February,2016,126,Eastside Lutheran,0,0,,0,0,0,0,,0,0,0,0,0,0,2778
